,filename,class,folder
794,a494f4fa-d5fc-4b52-8e25-6804bc695ec1_chan4_v0,Gunshot,gunshots
820,add8ab04-9181-4a95-8c5c-1538f857da1f_v3,Gunshot,gunshots
821,b23e9f5b-f76c-4c28-bf87-0599a47e0ba4_chan0_v2,Gunshot,gunshots
823,b23e9f5b-f76c-4c28-bf87-0599a47e0ba4_chan0_v1,Gunshot,gunshots
830,b23e9f5b-f76c-4c28-bf87-0599a47e0ba4_chan0_v0,Gunshot,gunshots
831,add8ab04-9181-4a95-8c5c-1538f857da1f_v0,Gunshot,gunshots
835,b23e9f5b-f76c-4c28-bf87-0599a47e0ba4_mean_v2,Gunshot,gunshots
837,b6b54c4a-e6b0-487e-b476-25dc131d0607_chan1_v0,Gunshot,gunshots
839,b23e9f5b-f76c-4c28-bf87-0599a47e0ba4_chan1_v2,Gunshot,gunshots
842,b6b54c4a-e6b0-487e-b476-25dc131d0607_chan0_v0,Gunshot,gunshots
847,b23e9f5b-f76c-4c28-bf87-0599a47e0ba4_chan1_v1,Gunshot,gunshots
850,b6b54c4a-e6b0-487e-b476-25dc131d0607_chan4_v0,Gunshot,gunshots
852,b23e9f5b-f76c-4c28-bf87-0599a47e0ba4_mean_v0,Gunshot,gunshots
856,b23e9f5b-f76c-4c28-bf87-0599a47e0ba4_chan1_v0,Gunshot,gunshots
861,b23e9f5b-f76c-4c28-bf87-0599a47e0ba4_mean_v1,Gunshot,gunshots
872,b6b54c4a-e6b0-487e-b476-25dc131d0607_mean_v0,Gunshot,gunshots
873,c076327b-0718-4e38-8620-ba345aa2cdbc_v3,Gunshot,gunshots
874,b6b54c4a-e6b0-487e-b476-25dc131d0607_chan5_v0,Gunshot,gunshots
885,b6b54c4a-e6b0-487e-b476-25dc131d0607_chan6_v0,Gunshot,gunshots
892,d3863171-479e-4db8-bf20-b602efb56f5b_v4,Gunshot,gunshots
894,d3863171-479e-4db8-bf20-b602efb56f5b_v1,Gunshot,gunshots
899,d3863171-479e-4db8-bf20-b602efb56f5b_v3,Gunshot,gunshots
905,d3863171-479e-4db8-bf20-b602efb56f5b_v2,Gunshot,gunshots
961,f1ad53f5-d113-4a27-9929-f5013db0bc0c_v0,Gunshot,gunshots
962,f1ad53f5-d113-4a27-9929-f5013db0bc0c_v3,Gunshot,gunshots
1001,50e34be8-c0b4-4fc5-80fc-4c52f2ffde7a_chan5_v0,Gunshot,gunshots
1002,549ae4a3-3088-47c6-9804-882b81f7f69e_chan1_v0,Gunshot,gunshots
1004,50e34be8-c0b4-4fc5-80fc-4c52f2ffde7a_chan6_v0,Gunshot,gunshots
1010,57252ebc-52a3-4c77-8f76-bcfeeba95a53_chan3_v0,Gunshot,gunshots
1012,549ae4a3-3088-47c6-9804-882b81f7f69e_mean_v0,Gunshot,gunshots
1015,5c46db15-509e-43fe-8fde-038b055eb91c_chan1_v0,Gunshot,gunshots
1016,57252ebc-52a3-4c77-8f76-bcfeeba95a53_mean_v0,Gunshot,gunshots
1017,5c46db15-509e-43fe-8fde-038b055eb91c_chan6_v0,Gunshot,gunshots
1018,57252ebc-52a3-4c77-8f76-bcfeeba95a53_chan6_v0,Gunshot,gunshots
1019,5c46db15-509e-43fe-8fde-038b055eb91c_chan2_v0,Gunshot,gunshots
1021,57252ebc-52a3-4c77-8f76-bcfeeba95a53_chan1_v0,Gunshot,gunshots
1027,57252ebc-52a3-4c77-8f76-bcfeeba95a53_chan4_v0,Gunshot,gunshots
1028,57252ebc-52a3-4c77-8f76-bcfeeba95a53_chan0_v0,Gunshot,gunshots
1029,57252ebc-52a3-4c77-8f76-bcfeeba95a53_chan2_v0,Gunshot,gunshots
1030,5c46db15-509e-43fe-8fde-038b055eb91c_chan3_v0,Gunshot,gunshots
1031,5c46db15-509e-43fe-8fde-038b055eb91c_chan5_v0,Gunshot,gunshots
1032,5c46db15-509e-43fe-8fde-038b055eb91c_chan4_v0,Gunshot,gunshots
1033,58ee1a4d-46e5-4f41-89c5-5c773edd876d_v1,Gunshot,gunshots
1036,579f58f1-7926-4419-93a8-a767a7d388d4_v1,Gunshot,gunshots
1043,6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan1_v0,Gunshot,gunshots
1045,6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan2_v0,Gunshot,gunshots
1048,5fcdf7d8-b642-4b97-98ea-b143930bb0ee_v0,Gunshot,gunshots
1051,6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan3_v0,Gunshot,gunshots
1054,6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan0_v0,Gunshot,gunshots
1055,6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan5_v0,Gunshot,gunshots
1056,72be1f38-9011-4bf8-a125-d6ea5b481e75_v0,Gunshot,gunshots
1057,5c46db15-509e-43fe-8fde-038b055eb91c_mean_v0,Gunshot,gunshots
1059,6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan6_v0,Gunshot,gunshots
1060,6377cc9f-b176-45cf-a9f9-4d3bcdcaa51c_chan4_v0,Gunshot,gunshots
1072,85c26437-2241-4b50-ae63-31f799d0e117_v0,Gunshot,gunshots
1089,81c88e82-5dc3-446c-b9d8-d7687eb45b56_v3,Gunshot,gunshots
1094,77ac463c-098c-484a-8394-66285cc161a4_chan6_v0,Gunshot,gunshots
1102,a67ff046-e452-412a-ac51-159728387382_chan0_v0,Gunshot,gunshots
1104,a5da1a05-c908-431c-a9ba-2892024c8d02_v0,Gunshot,gunshots
1105,a67ff046-e452-412a-ac51-159728387382_chan1_v0,Gunshot,gunshots
1106,a67ff046-e452-412a-ac51-159728387382_chan2_v0,Gunshot,gunshots
1108,a2559144-1297-4aee-9b36-95cb24489cfd_v0,Gunshot,gunshots
1118,b3247aa6-f1e5-4a0d-8330-21e3ff183567_chan3_v0,Gunshot,gunshots
1120,b3247aa6-f1e5-4a0d-8330-21e3ff183567_chan1_v0,Gunshot,gunshots
1122,a67ff046-e452-412a-ac51-159728387382_chan5_v0,Gunshot,gunshots
1125,b55607fe-e00f-4936-a49b-75b946ddf813_v0,Gunshot,gunshots
1126,b2f18c53-aa9e-46f0-9344-e9d9d8b9bebf_v0,Gunshot,gunshots
1127,adf63c42-6a31-4a4a-95c2-8cce6ce1894e_v1,Gunshot,gunshots
1136,b3247aa6-f1e5-4a0d-8330-21e3ff183567_chan2_v0,Gunshot,gunshots
1137,bc7f1a71-4837-42a6-8bb2-3e11ff81ecb8_v0,Gunshot,gunshots
1138,b3247aa6-f1e5-4a0d-8330-21e3ff183567_mean_v0,Gunshot,gunshots
1139,afc7fdde-835c-49ba-83e0-7f8e97c7769e_v0,Gunshot,gunshots
1143,a67ff046-e452-412a-ac51-159728387382_chan3_v0,Gunshot,gunshots
1144,b3247aa6-f1e5-4a0d-8330-21e3ff183567_chan6_v0,Gunshot,gunshots
1145,b3247aa6-f1e5-4a0d-8330-21e3ff183567_chan5_v0,Gunshot,gunshots
1146,b3247aa6-f1e5-4a0d-8330-21e3ff183567_chan4_v0,Gunshot,gunshots
1147,a67ff046-e452-412a-ac51-159728387382_mean_v0,Gunshot,gunshots
1149,aa284beb-9782-4a6a-b349-602493127f7a_v0,Gunshot,gunshots
1150,a67ff046-e452-412a-ac51-159728387382_chan4_v0,Gunshot,gunshots
1152,b3247aa6-f1e5-4a0d-8330-21e3ff183567_chan0_v0,Gunshot,gunshots
1177,d312ea2f-8542-4ac2-8bd8-1e8b3433c4c3_chan2_v0,Gunshot,gunshots
1180,d312ea2f-8542-4ac2-8bd8-1e8b3433c4c3_chan4_v0,Gunshot,gunshots
1182,d312ea2f-8542-4ac2-8bd8-1e8b3433c4c3_chan6_v0,Gunshot,gunshots
1184,d312ea2f-8542-4ac2-8bd8-1e8b3433c4c3_chan1_v0,Gunshot,gunshots
1186,d312ea2f-8542-4ac2-8bd8-1e8b3433c4c3_chan5_v0,Gunshot,gunshots
1189,d9c20c59-eb34-4d1e-b2ca-61e9c3532dff_v0,Gunshot,gunshots
1195,e468995d-7487-49db-bc18-53077ab0c01d_v0,Gunshot,gunshots
1201,cf5903aa-f70e-4b5a-8f0b-ab010db39792_v1,Gunshot,gunshots
1202,d312ea2f-8542-4ac2-8bd8-1e8b3433c4c3_chan3_v0,Gunshot,gunshots
1204,f70ba937-5d7f-41d5-85db-9b8fb50e4a8d_v0,Gunshot,gunshots
1210,ed4c5c29-cca2-4739-b9a3-1389bc0868aa_v1,Gunshot,gunshots
1228,04f1be04-da3e-4f7d-b4fc-6b64f208cc94_v0,Gunshot,gunshots
1241,04f1be04-da3e-4f7d-b4fc-6b64f208cc94_v3,Gunshot,gunshots
1242,090f69a9-885c-45fb-a807-f2661aaeb165_chan4_v0,Gunshot,gunshots
1243,090f69a9-885c-45fb-a807-f2661aaeb165_chan6_v0,Gunshot,gunshots
1248,04f1be04-da3e-4f7d-b4fc-6b64f208cc94_v4,Gunshot,gunshots
1249,04f1be04-da3e-4f7d-b4fc-6b64f208cc94_v1,Gunshot,gunshots
1251,04f1be04-da3e-4f7d-b4fc-6b64f208cc94_v2,Gunshot,gunshots
1253,04f1be04-da3e-4f7d-b4fc-6b64f208cc94_v5,Gunshot,gunshots
1256,090f69a9-885c-45fb-a807-f2661aaeb165_chan0_v0,Gunshot,gunshots
1264,090f69a9-885c-45fb-a807-f2661aaeb165_chan3_v0,Gunshot,gunshots
1265,0a7c0396-3ac7-462d-b1f6-c73243eb6865_chan1_v1,Gunshot,gunshots
1267,1266f563-7458-4d7b-81bd-8cb56eff1abb_v5,Gunshot,gunshots
1269,0a7c0396-3ac7-462d-b1f6-c73243eb6865_chan1_v0,Gunshot,gunshots
1270,0a7c0396-3ac7-462d-b1f6-c73243eb6865_chan1_v4,Gunshot,gunshots
1273,1266f563-7458-4d7b-81bd-8cb56eff1abb_v4,Gunshot,gunshots
1276,0a7c0396-3ac7-462d-b1f6-c73243eb6865_mean_v3,Gunshot,gunshots
1277,090f69a9-885c-45fb-a807-f2661aaeb165_mean_v0,Gunshot,gunshots
1278,0d477557-be49-40b0-9eb5-a5254d9cf41f_v0,Gunshot,gunshots
1279,0a1b4df0-84fa-40d7-bc48-9ca0a690b5b9_v0,Gunshot,gunshots
1280,0adeaece-8ec1-440b-ae3a-1dc93613f76f_v0,Gunshot,gunshots
1281,0e145efc-0a77-4ef9-bb04-a8b03a96894c_v0,Gunshot,gunshots
1282,0a7c0396-3ac7-462d-b1f6-c73243eb6865_chan1_v2,Gunshot,gunshots
1284,0a7c0396-3ac7-462d-b1f6-c73243eb6865_mean_v1,Gunshot,gunshots
1285,0a7c0396-3ac7-462d-b1f6-c73243eb6865_mean_v2,Gunshot,gunshots
1286,1266f563-7458-4d7b-81bd-8cb56eff1abb_v3,Gunshot,gunshots
1288,0a7c0396-3ac7-462d-b1f6-c73243eb6865_chan1_v3,Gunshot,gunshots
1289,1266f563-7458-4d7b-81bd-8cb56eff1abb_v2,Gunshot,gunshots
1290,09852d76-8a70-4330-9fe6-eb77961c2f4d_v0,Gunshot,gunshots
1291,1266f563-7458-4d7b-81bd-8cb56eff1abb_v1,Gunshot,gunshots
1292,1ff6e63d-c51b-418b-8fa3-65bd648d957c_v5,Gunshot,gunshots
1295,2392a437-9548-44f9-9d79-f5a0b6dcafb2_v0,Gunshot,gunshots
1297,2392a437-9548-44f9-9d79-f5a0b6dcafb2_v4,Gunshot,gunshots
1298,1ff6e63d-c51b-418b-8fa3-65bd648d957c_v4,Gunshot,gunshots
1299,2392a437-9548-44f9-9d79-f5a0b6dcafb2_v1,Gunshot,gunshots
1304,2392a437-9548-44f9-9d79-f5a0b6dcafb2_v3,Gunshot,gunshots
1306,2392a437-9548-44f9-9d79-f5a0b6dcafb2_v5,Gunshot,gunshots
1313,1ff6e63d-c51b-418b-8fa3-65bd648d957c_v2,Gunshot,gunshots
1315,1ff6e63d-c51b-418b-8fa3-65bd648d957c_v0,Gunshot,gunshots
1317,1ff6e63d-c51b-418b-8fa3-65bd648d957c_v3,Gunshot,gunshots
1321,24603734-c6d4-4ffb-9582-2b9233eff9f7_v0,Gunshot,gunshots
1333,37fdab6a-0479-43ab-8f79-721bdc2e9d4b_v0,Gunshot,gunshots
1334,30ef74cc-bc90-4122-8d19-4f8e7cdef53f_v0,Gunshot,gunshots
1356,3c7089ad-a3ef-4159-b45c-a57cc64fa254_mean_v0,Gunshot,gunshots
1358,3c7089ad-a3ef-4159-b45c-a57cc64fa254_chan4_v0,Gunshot,gunshots
1364,3c7089ad-a3ef-4159-b45c-a57cc64fa254_chan6_v0,Gunshot,gunshots
1369,3c7089ad-a3ef-4159-b45c-a57cc64fa254_chan2_v0,Gunshot,gunshots
1371,4a48b77c-72bf-4917-b8b0-da4f8b20a24b_chan4_v0,Gunshot,gunshots
1372,56fe6fed-6bf0-475f-b660-770535298f86_v0,Gunshot,gunshots
1373,56fe6fed-6bf0-475f-b660-770535298f86_v3,Gunshot,gunshots
1374,47ec5352-1b86-477b-9852-b13901c7eb4d_chan4_v0,Gunshot,gunshots
1375,47ec5352-1b86-477b-9852-b13901c7eb4d_chan1_v0,Gunshot,gunshots
1377,4f5aefa2-101c-4384-bec8-8be7aa988a38_v0,Gunshot,gunshots
1379,47ec5352-1b86-477b-9852-b13901c7eb4d_chan5_v0,Gunshot,gunshots
1381,4a48b77c-72bf-4917-b8b0-da4f8b20a24b_chan6_v0,Gunshot,gunshots
1382,47ec5352-1b86-477b-9852-b13901c7eb4d_chan3_v0,Gunshot,gunshots
1384,56fe6fed-6bf0-475f-b660-770535298f86_v2,Gunshot,gunshots
1387,4a48b77c-72bf-4917-b8b0-da4f8b20a24b_chan5_v0,Gunshot,gunshots
1388,48ea58b4-b57d-41a2-9e26-c03ea389dff2_v0,Gunshot,gunshots
1390,56fe6fed-6bf0-475f-b660-770535298f86_v1,Gunshot,gunshots
1392,47ec5352-1b86-477b-9852-b13901c7eb4d_chan2_v0,Gunshot,gunshots
1395,47ec5352-1b86-477b-9852-b13901c7eb4d_chan6_v0,Gunshot,gunshots
1396,4a48b77c-72bf-4917-b8b0-da4f8b20a24b_chan3_v0,Gunshot,gunshots
1397,4a48b77c-72bf-4917-b8b0-da4f8b20a24b_mean_v0,Gunshot,gunshots
1398,4a48b77c-72bf-4917-b8b0-da4f8b20a24b_chan1_v0,Gunshot,gunshots
1399,47ec5352-1b86-477b-9852-b13901c7eb4d_chan0_v0,Gunshot,gunshots
1406,62b53733-3fdf-4edf-93b8-e4714e348f90_v1,Gunshot,gunshots
1409,6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan0_v1,Gunshot,gunshots
1412,6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan4_v1,Gunshot,gunshots
1413,6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan1_v0,Gunshot,gunshots
1414,6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan2_v1,Gunshot,gunshots
1416,6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan3_v1,Gunshot,gunshots
1417,62b53733-3fdf-4edf-93b8-e4714e348f90_v2,Gunshot,gunshots
1420,6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan4_v0,Gunshot,gunshots
1421,62b53733-3fdf-4edf-93b8-e4714e348f90_v5,Gunshot,gunshots
1423,6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan0_v0,Gunshot,gunshots
1424,62b53733-3fdf-4edf-93b8-e4714e348f90_v4,Gunshot,gunshots
1428,6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan3_v0,Gunshot,gunshots
1429,62b53733-3fdf-4edf-93b8-e4714e348f90_v3,Gunshot,gunshots
1431,6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan5_v0,Gunshot,gunshots
1434,6320dc5c-a956-40b8-a664-45f1edcf3b3b_mean_v0,Gunshot,gunshots
1435,75e92696-27e0-4438-b8fa-368fecbed9c2_v0,Gunshot,gunshots
1436,7bbf1085-7e14-44c0-9fe2-8ede26106efe_chan4_v0,Gunshot,gunshots
1440,6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan5_v1,Gunshot,gunshots
1441,79e3a045-8093-4614-9ea1-ad5643d61a1e_chan0_v0,Gunshot,gunshots
1442,7bbf1085-7e14-44c0-9fe2-8ede26106efe_chan0_v0,Gunshot,gunshots
1443,7bbf1085-7e14-44c0-9fe2-8ede26106efe_chan1_v0,Gunshot,gunshots
1444,79e3a045-8093-4614-9ea1-ad5643d61a1e_chan5_v0,Gunshot,gunshots
1445,79e3a045-8093-4614-9ea1-ad5643d61a1e_mean_v0,Gunshot,gunshots
1446,79e3a045-8093-4614-9ea1-ad5643d61a1e_chan6_v0,Gunshot,gunshots
1447,7bbf1085-7e14-44c0-9fe2-8ede26106efe_chan3_v0,Gunshot,gunshots
1449,657bddc4-e58a-4621-ac4b-0cdc577ffc9d_mean_v0,Gunshot,gunshots
1450,79e3a045-8093-4614-9ea1-ad5643d61a1e_chan4_v0,Gunshot,gunshots
1451,7bbf1085-7e14-44c0-9fe2-8ede26106efe_chan5_v0,Gunshot,gunshots
1452,79e3a045-8093-4614-9ea1-ad5643d61a1e_chan2_v0,Gunshot,gunshots
1454,79e3a045-8093-4614-9ea1-ad5643d61a1e_chan1_v0,Gunshot,gunshots
1457,6847c256-c0c6-4200-b998-8399cc77a0c3_v0,Gunshot,gunshots
1459,79e3a045-8093-4614-9ea1-ad5643d61a1e_chan3_v0,Gunshot,gunshots
1460,6320dc5c-a956-40b8-a664-45f1edcf3b3b_chan6_v0,Gunshot,gunshots
1462,907b513b-dd5e-4756-a20c-d785fb4f5dd7_v3,Gunshot,gunshots
1468,7bbf1085-7e14-44c0-9fe2-8ede26106efe_mean_v0,Gunshot,gunshots
1472,907b513b-dd5e-4756-a20c-d785fb4f5dd7_v2,Gunshot,gunshots
1473,907b513b-dd5e-4756-a20c-d785fb4f5dd7_v4,Gunshot,gunshots
1475,907b513b-dd5e-4756-a20c-d785fb4f5dd7_v0,Gunshot,gunshots
1479,820abb87-01bd-47d3-a2b8-f17cfd0bd6a7_v0,Gunshot,gunshots
1488,907b513b-dd5e-4756-a20c-d785fb4f5dd7_v1,Gunshot,gunshots
1491,a0e31937-1988-4fdc-8d5d-95c78b942f4f_chan4_v0,Gunshot,gunshots
1493,aaf21cb7-ef6d-4cbc-b2de-b279869b401c_chan5_v0,Gunshot,gunshots
1494,9fdf59e0-107c-4ab8-8e5f-828c90bd17a2_v5,Gunshot,gunshots
1495,9fdf59e0-107c-4ab8-8e5f-828c90bd17a2_v3,Gunshot,gunshots
1498,a0e31937-1988-4fdc-8d5d-95c78b942f4f_chan6_v0,Gunshot,gunshots
1499,aaf21cb7-ef6d-4cbc-b2de-b279869b401c_chan4_v0,Gunshot,gunshots
1500,aaf21cb7-ef6d-4cbc-b2de-b279869b401c_chan0_v0,Gunshot,gunshots
1502,a0e31937-1988-4fdc-8d5d-95c78b942f4f_chan3_v0,Gunshot,gunshots
1504,907b513b-dd5e-4756-a20c-d785fb4f5dd7_v5,Gunshot,gunshots
1505,a0e31937-1988-4fdc-8d5d-95c78b942f4f_chan2_v0,Gunshot,gunshots
1506,a7973dd2-b255-4711-9f98-484eda03c56c_mean_v0,Gunshot,gunshots
1507,a7973dd2-b255-4711-9f98-484eda03c56c_chan0_v0,Gunshot,gunshots
1509,a0e31937-1988-4fdc-8d5d-95c78b942f4f_chan1_v0,Gunshot,gunshots
1510,aaf21cb7-ef6d-4cbc-b2de-b279869b401c_chan2_v0,Gunshot,gunshots
1511,a9777bab-f297-479c-a1fd-43ca9395282a_v0,Gunshot,gunshots
1512,aaf21cb7-ef6d-4cbc-b2de-b279869b401c_chan1_v0,Gunshot,gunshots
1514,9fdf59e0-107c-4ab8-8e5f-828c90bd17a2_v0,Gunshot,gunshots
1515,a0e31937-1988-4fdc-8d5d-95c78b942f4f_chan5_v0,Gunshot,gunshots
1516,982a287d-e590-4f32-bb52-293f837e30df_v0,Gunshot,gunshots
1518,a0e31937-1988-4fdc-8d5d-95c78b942f4f_mean_v0,Gunshot,gunshots
1519,a658fd9a-dabe-465f-9efb-67f0d1c3be84_v1,Gunshot,gunshots
1520,b6bf5729-5fdb-432d-94d2-2b6c11d4c010_v4,Gunshot,gunshots
1521,ab0375b1-c44a-4ad1-bb16-b009b51d52ec_v5,Gunshot,gunshots
1526,af1d7d22-46ed-4f2b-a2b5-fc4a5bec68bd_chan1_v0,Gunshot,gunshots
1527,af1d7d22-46ed-4f2b-a2b5-fc4a5bec68bd_chan6_v0,Gunshot,gunshots
1529,b6bf5729-5fdb-432d-94d2-2b6c11d4c010_v3,Gunshot,gunshots
1531,ab0375b1-c44a-4ad1-bb16-b009b51d52ec_v4,Gunshot,gunshots
1532,bb8c98f3-1ab8-477f-955a-b60ffc37bdfd_v0,Gunshot,gunshots
1533,b6bf5729-5fdb-432d-94d2-2b6c11d4c010_v1,Gunshot,gunshots
1535,af1d7d22-46ed-4f2b-a2b5-fc4a5bec68bd_chan3_v0,Gunshot,gunshots
1537,af1d7d22-46ed-4f2b-a2b5-fc4a5bec68bd_mean_v0,Gunshot,gunshots
1538,ab0375b1-c44a-4ad1-bb16-b009b51d52ec_v2,Gunshot,gunshots
1543,af1d7d22-46ed-4f2b-a2b5-fc4a5bec68bd_chan0_v0,Gunshot,gunshots
1547,af1d7d22-46ed-4f2b-a2b5-fc4a5bec68bd_chan2_v0,Gunshot,gunshots
1549,af1d7d22-46ed-4f2b-a2b5-fc4a5bec68bd_chan5_v0,Gunshot,gunshots
1550,ab0375b1-c44a-4ad1-bb16-b009b51d52ec_v3,Gunshot,gunshots
1551,af1d7d22-46ed-4f2b-a2b5-fc4a5bec68bd_chan4_v0,Gunshot,gunshots
1552,b6bf5729-5fdb-432d-94d2-2b6c11d4c010_v0,Gunshot,gunshots
1565,c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan0_v0,Gunshot,gunshots
1568,bba9bd2f-58f8-4b19-aa1b-cad9ca3daf53_v0,Gunshot,gunshots
1576,c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan5_v2,Gunshot,gunshots
1578,c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan4_v2,Gunshot,gunshots
1579,c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan3_v1,Gunshot,gunshots
1582,c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan3_v2,Gunshot,gunshots
1584,c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan5_v0,Gunshot,gunshots
1585,c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan4_v0,Gunshot,gunshots
1586,c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan5_v1,Gunshot,gunshots
1587,c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan3_v0,Gunshot,gunshots
1588,c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan2_v2,Gunshot,gunshots
1590,c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan1_v0,Gunshot,gunshots
1591,c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan0_v2,Gunshot,gunshots
1593,c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan2_v0,Gunshot,gunshots
1594,c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan6_v1,Gunshot,gunshots
1597,c0b2e1a0-0ad1-485b-9df8-af37612ac034_mean_v2,Gunshot,gunshots
1600,c0b2e1a0-0ad1-485b-9df8-af37612ac034_mean_v1,Gunshot,gunshots
1602,c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan4_v1,Gunshot,gunshots
1603,cda2b67e-0c10-4b96-8a5d-0819fe357bea_chan3_v0,Gunshot,gunshots
1604,cda2b67e-0c10-4b96-8a5d-0819fe357bea_chan2_v0,Gunshot,gunshots
1605,cda2b67e-0c10-4b96-8a5d-0819fe357bea_chan4_v0,Gunshot,gunshots
1606,c3e941d7-3303-4b6d-a31a-096b36b5c937_v5,Gunshot,gunshots
1607,c3e941d7-3303-4b6d-a31a-096b36b5c937_v1,Gunshot,gunshots
1609,c3e941d7-3303-4b6d-a31a-096b36b5c937_v3,Gunshot,gunshots
1612,cda2b67e-0c10-4b96-8a5d-0819fe357bea_chan5_v0,Gunshot,gunshots
1614,c3e941d7-3303-4b6d-a31a-096b36b5c937_v2,Gunshot,gunshots
1617,cda2b67e-0c10-4b96-8a5d-0819fe357bea_chan0_v0,Gunshot,gunshots
1618,cda2b67e-0c10-4b96-8a5d-0819fe357bea_mean_v0,Gunshot,gunshots
1619,cda2b67e-0c10-4b96-8a5d-0819fe357bea_chan1_v0,Gunshot,gunshots
1624,cda2b67e-0c10-4b96-8a5d-0819fe357bea_chan6_v0,Gunshot,gunshots
1625,c3e941d7-3303-4b6d-a31a-096b36b5c937_v0,Gunshot,gunshots
1626,c3e941d7-3303-4b6d-a31a-096b36b5c937_v4,Gunshot,gunshots
1628,d93deacb-1480-45e5-a92b-eb1988fbfd8d_chan1_v0,Gunshot,gunshots
1629,d394b858-4d3d-4658-9eb6-296579776892_chan0_v0,Gunshot,gunshots
1630,d735d982-c6bb-4a60-9cc7-5c2f6d06da93_chan4_v0,Gunshot,gunshots
1631,d735d982-c6bb-4a60-9cc7-5c2f6d06da93_chan6_v0,Gunshot,gunshots
1632,d8a66b56-2662-4da5-bd96-2fd21ad87412_mean_v0,Gunshot,gunshots
1633,d735d982-c6bb-4a60-9cc7-5c2f6d06da93_mean_v0,Gunshot,gunshots
1635,d735d982-c6bb-4a60-9cc7-5c2f6d06da93_chan3_v0,Gunshot,gunshots
1637,d394b858-4d3d-4658-9eb6-296579776892_chan6_v0,Gunshot,gunshots
1638,d735d982-c6bb-4a60-9cc7-5c2f6d06da93_chan0_v0,Gunshot,gunshots
1639,d3c580c6-429c-4808-86f9-0ba716f236cb_v0,Gunshot,gunshots
1640,d394b858-4d3d-4658-9eb6-296579776892_chan4_v0,Gunshot,gunshots
1641,d8a66b56-2662-4da5-bd96-2fd21ad87412_chan2_v0,Gunshot,gunshots
1643,d394b858-4d3d-4658-9eb6-296579776892_chan3_v0,Gunshot,gunshots
1644,d8a66b56-2662-4da5-bd96-2fd21ad87412_chan4_v0,Gunshot,gunshots
1646,d394b858-4d3d-4658-9eb6-296579776892_chan1_v0,Gunshot,gunshots
1647,d8a66b56-2662-4da5-bd96-2fd21ad87412_chan1_v0,Gunshot,gunshots
1648,d735d982-c6bb-4a60-9cc7-5c2f6d06da93_chan1_v0,Gunshot,gunshots
1649,d394b858-4d3d-4658-9eb6-296579776892_chan5_v0,Gunshot,gunshots
1650,d93deacb-1480-45e5-a92b-eb1988fbfd8d_chan3_v0,Gunshot,gunshots
1651,d8a66b56-2662-4da5-bd96-2fd21ad87412_chan0_v0,Gunshot,gunshots
1652,d394b858-4d3d-4658-9eb6-296579776892_chan2_v0,Gunshot,gunshots
1653,d735d982-c6bb-4a60-9cc7-5c2f6d06da93_chan5_v0,Gunshot,gunshots
1654,d735d982-c6bb-4a60-9cc7-5c2f6d06da93_chan2_v0,Gunshot,gunshots
1655,d394b858-4d3d-4658-9eb6-296579776892_mean_v0,Gunshot,gunshots
1656,d93deacb-1480-45e5-a92b-eb1988fbfd8d_chan0_v0,Gunshot,gunshots
1660,e2f3a120-6fcd-4760-917d-bb03ebff63d8_chan1_v2,Gunshot,gunshots
1661,dc052a9b-032a-4a42-9e73-f022484ccab5_chan2_v0,Gunshot,gunshots
1663,d93deacb-1480-45e5-a92b-eb1988fbfd8d_mean_v0,Gunshot,gunshots
1664,dc052a9b-032a-4a42-9e73-f022484ccab5_chan1_v0,Gunshot,gunshots
1665,dc052a9b-032a-4a42-9e73-f022484ccab5_chan6_v0,Gunshot,gunshots
1667,dc052a9b-032a-4a42-9e73-f022484ccab5_mean_v0,Gunshot,gunshots
